,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
8954,14,Shaw Pass,Clare,Stevens,38,Lodger,Single,Female,Immigration officer,None,Catholic
8955,14,Shaw Pass,Lorraine,Richards,49,Lodger,Single,Female,Archaeologist,None,None
8956,14,Shaw Pass,Suzanne,Morgan,20,Lodger,Single,Female,University Student,None,None
8957,15,Shaw Pass,Nicola,Walsh,43,Head,Married,Female,Manufacturing systems engineer,None,None
8958,15,Shaw Pass,Dale,Walsh,48,Husband,Married,Male,Unemployed,None,None
8959,15,Shaw Pass,Lawrence,Walsh,27,Son,Single,Male,Make,None,None
8960,15,Shaw Pass,Hannah,Walsh,12,Daughter,NA,Female,Student,None,NA
8961,15,Shaw Pass,Maurice,Walsh,12,Son,NA,Male,Student,None,NA
8962,15,Shaw Pass,Kathryn,Walsh,10,Daughter,NA,Female,Student,None,NA
8963,15,Shaw Pass,Bryan,Walsh,7,Son,NA,Male,Student,None,NA
8964,15,Shaw Pass,Jill,Walsh,3,Daughter,NA,Female,Child,None,NA
8965,15,Shaw Pass,Pauline,Chapman,61,Lodger,Single,Female,Intelligence analyst,None,Christian
8966,15,Shaw Pass,Debra,Reed,62,Lodger,Divorced,Female,Lexicographer,None,Christian
8967,15,Shaw Pass,Malcolm,Lloyd,60,Lodger,Single,Male,"Psychologist, clinical",None,Christian
8968,15,Shaw Pass,Conor,Nicholls,60,Lodger,Single,Male,Stage manager,None,None
8969,15,Shaw Pass,Catherine,O'Connor,56,Lodger,Single,Female,Theatre stage manager,None,Christian
8970,15,Shaw Pass,Roger,White,34,Lodger,Single,Male,Race relations officer,None,None
8971,15,Shaw Pass,Carol,Wallace,53,Lodger,Single,Female,Primary school teacher,None,Christian
8972,15,Shaw Pass,Oliver,Fraser,18,Visitor,Single,Male,Student,None,NA
8973,15,Shaw Pass,Nigel,Williams,49,Lodger,Single,Male,Risk manager,None,Christian
8974,15,Shaw Pass,Kathleen,Gibbs,35,Lodger,Single,Female,Community arts worker,None,Catholic
8975,16,Shaw Pass,Ann,Pearce,60,Head,Married,Female,Homeopath,None,Catholic
8976,16,Shaw Pass,Jonathan,Pearce,63,Husband,Married,Male,"Producer, radio",None,None
8977,16,Shaw Pass,Carol,Pearce,18,Granddaughter,Single,Female,Student,None,Catholic
8978,16,Shaw Pass,Bethan,Pearce,18,Granddaughter,Single,Female,Student,None,Catholic
8979,16,Shaw Pass,Kieran,Clayton,16,Grandson,NA,Male,Student,None,NA
8980,16,Shaw Pass,Amber,Jones,16,Granddaughter,NA,Female,Student,None,NA
8981,16,Shaw Pass,Molly,Jones,11,Granddaughter,NA,Female,Student,None,NA
8982,16,Shaw Pass,Shannon,Jones,10,Granddaughter,NA,Female,Student,None,NA
8983,17,Shaw Pass,Rebecca,Craig-Patterson,37,Head,Married,Female,Water quality scientist,None,Christian
8984,17,Shaw Pass,Christian,Craig-Patterson,42,Husband,Married,Male,Metallurgist,None,Christian
8985,17,Shaw Pass,Ryan,Craig-Patterson,22,Son,Single,Male,University Student,None,Christian
8986,18,Shaw Pass,Gillian,Walker,42,Head,Married,Female,Chief Technology Officer,None,Christian
8987,18,Shaw Pass,Liam,Walker,42,Husband,Married,Male,Child psychotherapist,None,Christian
8988,18,Shaw Pass,Denis,Walker,21,Son,Divorced,Male,University Student,None,Christian
8989,18,Shaw Pass,Elliott,Walker,16,Son,NA,Male,Student,None,NA
8990,18,Shaw Pass,Justin,Walker,12,Son,NA,Male,Student,None,NA
8991,1,Holt Bridge,Lindsey,Parker,33,Head,Single,Female,Energy manager,None,None
8992,1,Holt Bridge,Adam,Evans,32,Partner,Single,Male,Chief Financial Officer,None,None
8993,1,Holt Bridge,Alexander,Parker,7,Son,NA,Male,Student,None,NA
8994,1,Holt Bridge,Reece,Parker,1,Son,NA,Male,Child,None,NA
8995,2,Holt Bridge,Georgina,Scott,45,Head,Married,Female,Insurance risk surveyor,None,Christian
8996,2,Holt Bridge,Allan,Scott,45,Husband,Married,Male,Airline pilot,None,Christian
8997,2,Holt Bridge,Sophie,Scott,15,Daughter,NA,Female,Student,None,NA
8998,3,Holt Bridge,Sally,Nelson,52,Head,Single,Female,Toxicologist,None,Christian
8999,3,Holt Bridge,Paige,Nelson,18,Daughter,Single,Female,Student,None,Christian
9000,3,Holt Bridge,Harry,Nelson,13,Son,NA,Male,Student,None,NA
9001,4,Holt Bridge,Brian,Harvey,53,Head,Single,Male,Administrator,None,None
9002,4,Holt Bridge,Karl,Webster,37,None,Single,Male,Art therapist,None,Catholic
9003,5,Holt Bridge,Jonathan,Carter,21,Head,Single,Male,University Student,None,Christian
9004,5,Holt Bridge,Jean,Griffiths,22,None,Single,Female,University Student,None,NA
9005,6,Holt Bridge,Sally,Sutton,74,Head,Widowed,F,Retired Copy,None,None
9006,7,Holt Bridge,Joel,Slater,51,Head,Single,Male,Gaffer,None,Christian
9007,7,Holt Bridge,Rachael,Thompson,50,Partner,Single,F,Musician,None,Christian
9008,8,Holt Bridge,Abbie,Day,65,Head,Divorced,Female,"Loss adjuster, chartered",None,Methodist
9009,9,Holt Bridge,Linda,Parker,32,Head,Single,Female,Music tutor,None,Catholic
9010,9,Holt Bridge,Jordan,Burton,37,Partner,Single,Male,Barrister,None,None
9011,9,Holt Bridge,Donna,Parker,4,Daughter,NA,Female,Child,None,NA
9012,10,Holt Bridge,Iain,Baker,53,Head,Widowed,Male,Unemployed,None,None
9013,11,Holt Bridge,Jonathan,Patel,57,Head,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
9014,12,Holt Bridge,Sheila,Thompson,25,Head,Single,Female,Oceanographer,None,Catholic
9015,13,Holt Bridge,Holly,Hope,80,Head,Widowed,Female,Retired Tourist information centre manager,None,None
9016,13,Holt Bridge,Barbara,Hope,23,Granddaughter,Single,Female,"Engineer, electronics",None,None
9017,13,Holt Bridge,Carole,Pearson,22,Granddaughter,Single,Female,University Student,None,None
9018,14,Holt Bridge,Joan,Harris,28,Head,Divorced,Female,"Education officer, museum",None,None
9019,15,Holt Bridge,Joshua,Walker,35,Head,Single,Male,Product designer,None,None
9020,1,Matthews Greens,Beth,Grant-Khan,62,Head,Married,Female,"Buyer, industrial",None,None
9021,1,Matthews Greens,Frank,Grant-Khan,62,Husband,Married,Male,Unemployed,None,None
9022,2,Matthews Greens,Douglas,Carroll,27,Head,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
9023,2,Matthews Greens,Ellie,Carroll,24,Wife,Married,Female,Homeopath,None,None
9024,3,Matthews Greens,Colin,Hill,59,Head,Divorced,Male,Financial controller,None,Methodist
9025,4,Matthews Greens,Amelia,Butler,29,Head,Married,Female,Intelligence analyst,None,None
9026,4,Matthews Greens,Abdul,Butler,29,Husband,Married,Male,Music therapist,None,None
9027,5,Matthews Greens,Gareth,Smith,73,Head,Single,Male,"Retired Accountant, chartered certified",None,Christian
9028,6,Matthews Greens,Daniel,Warner,84,Head,Widowed,Male,Retired TEFL teacher,None,None
9029,7,Matthews Greens,Lesley,Francis,41,Head,Single,Female,Furniture conservator/restorer,None,Methodist
9030,7,Matthews Greens,Martyn,Chapman,39,None,Single,Male,Operational investment banker,None,Catholic
9031,7,Matthews Greens,Christine,Patterson,45,None,Single,Female,Make,None,Christian
9032,8,Matthews Greens,Katherine,Turnbull,34,Head,Single,Female,Chief Marketing Officer,None,Methodist
9033,9,Matthews Greens,Hilary,Jackson,99,Head,Married,F,Retired Broadcast engineer,None,None
9034,9,Matthews Greens,Aaron,Jackson,100,Husband,Married,Male,Retired Music tutor,None,None
9035,10,Matthews Greens,Joe,Miller,47,Head,Single,Male,Therapeutic radiographer,None,Catholic
9036,11,Matthews Greens,Ross,Hill,58,Head,Single,male,Computer games developer,None,Catholic
9037,12,Matthews Greens,Gail,Short,19,Head,Single,Female,University Student,None,None
9038,13,Matthews Greens,Abdul,O'Brien,50,Head,Divorced,Male,Musician,None,Methodist
9039,13,Matthews Greens,Josh,O'Brien,14,Son,NA,Male,Student,None,NA
9040,14,Matthews Greens,William,Turner,48,Head,Single,Male,Accounting technician,None,None
9041,15,Matthews Greens,Katy,Edwards,34,Head,Divorced,Female,Insurance risk surveyor,None,Christian
9042,15,Matthews Greens,Olivia,Edwards,17,Daughter,NA,Female,Student,None,NA
9043,15,Matthews Greens,Katherine,Edwards,16,Daughter,NA,Female,Student,None,NA
9044,16,Matthews Greens,Karl,Holmes,46,Head,Single,Male,"Nurse, children's",None,Catholic
9045,16,Matthews Greens,Lydia,Hilton,48,Partner,Single,Female,Commissioning editor,None,Catholic
9046,16,Matthews Greens,Joan,Holmes,17,Daughter,NA,Female,Student,None,NA
9047,17,Matthews Greens,Deborah,Stewart-Jones,31,Head,Single,f,Unemployed,None,None
9048,17,Matthews Greens,Mohamed,Gilbert,35,Lodger,Single,Male,Acupuncturist,None,Catholic
9049,18,Matthews Greens,Mohamed,Robinson,23,Head,Married,Male,"Engineer, production",None,Methodist
9050,18,Matthews Greens,Gail,Robinson,24,Wife,Married,F,"Clinical scientist, histocompatibility and immunogenetics",None,None
9051,19,Matthews Greens,Pauline,Dixon,39,Head,Single,Female,Civil Service administrator,None,None
9052,19,Matthews Greens,Joe,Clark,46,Partner,Single,Male,"Engineer, control and instrumentation",None,None
9053,20,Matthews Greens,Jessica,Thomas,35,Head,Married,Female,Public relations account executive,None,Catholic
9054,20,Matthews Greens,Francis,Thomas,38,Husband,Married,Male,"Psychologist, occupational",None,None
9055,21,Matthews Greens,Megan,Griffiths,59,Head,Single,Female,Psychiatric nurse,None,Methodist
9056,22,Matthews Greens,Sheila,Williams,50,Head,Married,Female,Restaurant manager,None,None
9057,22,Matthews Greens,Toby,Williams,52,Husband,Married,Male,Unemployed,None,None
9058,22,Matthews Greens,Carl,Williams,16,Son,NA,Male,Student,None,NA
9059,22,Matthews Greens,Pauline,Williams,14,Daughter,NA,Female,Student,None,NA
9060,23,Matthews Greens,Leslie,Davies,76,Head,Divorced,Male,"Retired Education officer, community",None,Christian
9061,24,Matthews Greens,Elliott,Parry,28,Head,Widowed,Male,Psychiatrist,None,Methodist
9062,25,Matthews Greens,Christine,Wood,87,Head,Married,Female,Retired Drilling engineer,None,Catholic
9063,25,Matthews Greens,Francis,Wood,87,Husband,Married,Male,Retired Engineering geologist,None,None
9064,26,Matthews Greens,Melanie,Russell,32,Head,Single,Female,Computer games developer,None,Muslim
9065,27,Matthews Greens,Lauren,Williams,72,Head,Widowed,Female,"Retired Engineer, maintenance",None,Christian
9066,28,Matthews Greens,Jonathan,Booth,84,Head,Married,Male,"Retired Research officer, political party",Deaf,Christian
9067,28,Matthews Greens,Sara,Booth,82,Wife,Married,Female,Retired Insurance broker,None,Christian
9068,29,Matthews Greens,Terence,Dawson,21,Head,Married,Male,"Surveyor, hydrographic",None,None
9069,29,Matthews Greens,Carl,Dawson,19,Husband,Married,Male,University Student,None,None
9070,30,Matthews Greens,Hollie,Cross,35,Head,Single,Female,Actuary,None,Catholic
9071,30,Matthews Greens,Ian,Dunn,36,Partner,Single,Male,Newspaper journalist,None,Catholic
9072,31,Matthews Greens,Alan,Evans,71,Head,Divorced,Male,Retired Geographical information systems officer,None,None
9073,32,Matthews Greens,Jordan,Lambert,54,Head,Divorced,Male,Field trials officer,None,Christian
9074,33,Matthews Greens,Carly,Riley,69,Head,Married,Female,Retired Clinical research associate,None,None
9075,33,Matthews Greens,Russell,Riley,67,Husband,Married,Male,Clinical psychologist,None,None
9076,34,Matthews Greens,Jordan,Hargreaves,45,Head,Single,Male,Ranger/warden,None,None
9077,35,Matthews Greens,Ellie,Allen,33,Head,Single,Female,Physiological scientist,None,Muslim
9078,36,Matthews Greens,Amy,Thomas,44,Head,Divorced,Female,"Civil engineer, consulting",None,None
9079,37,Matthews Greens,Jennifer,Davies,84,Head,Divorced,Female,Retired Newspaper journalist,None,Christian
9080,38,Matthews Greens,Natasha,Shah,60,Head,Single,Female,Warden/ranger,None,None
9081,38,Matthews Greens,Denis,Browne,60,Partner,Single,Male,Surgeon,None,None
9082,39,Matthews Greens,Christopher,Ali,23,Head,Single,Male,Games developer,None,Catholic
9083,40,Matthews Greens,Jasmine,Evans,62,Head,Single,Female,"Teacher, secondary school",None,None
9084,41,Matthews Greens,Wayne,Flynn,63,Head,Married,Male,"Conservator, furniture",None,Christian
9085,41,Matthews Greens,Pamela,Flynn,61,Wife,Married,Female,Museum/gallery curator,None,Christian
9086,41,Matthews Greens,Damian,Flynn,22,Son,Single,Male,University Student,None,None
9087,41,Matthews Greens,Nigel,Flynn,16,Son,NA,Male,Student,None,NA
9088,42,Matthews Greens,Dominic,Begum,45,Head,Single,Male,Mudlogger,None,Methodist
9089,43,Matthews Greens,Harriet,Evans,42,Head,Married,Female,Psychiatrist,None,Catholic
9090,43,Matthews Greens,Rhys,Evans,44,Husband,Married,Male,Television production assistant,None,Catholic
9091,43,Matthews Greens,Sylvia,Evans,12,Daughter,NA,female,Student,None,NA
9092,44,Matthews Greens,Clive,Ryan,45,Head,Single,Male,Operational investment banker,None,Methodist
9093,45,Matthews Greens,Beth,Lynch,39,Head,Divorced,Female,Contractor,None,Catholic
9094,45,Matthews Greens,Charles,Lynch,14,Step-Son,NA,Male,Student,None,NA
9095,46,Matthews Greens,Sian,Harding,39,Head,Single,Female,"Administrator, Civil Service",None,Christian
9096,47,Matthews Greens,Dorothy,Reynolds-Reynolds,41,Head,Single,Female,Insurance account manager,None,None
9097,47,Matthews Greens,Katy,Reynolds-Reynolds,13,Daughter,NA,Female,Student,None,NA
9098,48,Matthews Greens,Sam,Cook,43,Head,Single,Male,"Designer, television/film set",None,Christian
9099,48,Matthews Greens,Andrea,Williams,32,None,Single,Female,Records manager,None,Methodist
9100,48,Matthews Greens,Joyce,Roberts,62,None,Single,Female,Unemployed,None,None
9101,49,Matthews Greens,Gavin,Rhodes,74,Head,Married,Male,"Retired Geologist, engineering",None,Catholic
9102,49,Matthews Greens,Joanna,Rhodes,66,Wife,Married,f,Unemployed,None,Catholic
9103,50,Matthews Greens,Nicole,Chandler,45,Head,Married,Female,"Scientist, research (life sciences)",None,None
9104,50,Matthews Greens,Duncan,Chandler,52,Husband,Married,Male,Lobbyist,None,None
9105,50,Matthews Greens,Leah,Chandler,2,Daughter,NA,Female,Child,None,NA
9106,51,Matthews Greens,Ellie,Evans,88,Head,Widowed,Female,Retired Forest/woodland manager,None,Christian
9107,52,Matthews Greens,Melissa,Gray,78,Head,Divorced,Female,Retired Fish farm manager,None,Christian
9108,53,Matthews Greens,Denise,Walsh,83,Head,Widowed,Female,Retired Nutritional therapist,None,Christian
9109,54,Matthews Greens,Daniel,White,81,Head,Divorced,Male,Retired Network engineer,None,Christian
9110,55,Matthews Greens,Francis,Watkins,32,Head,Single,Male,"Surveyor, mining",None,None
9111,56,Matthews Greens,Graham,Flynn,52,Head,Divorced,Male,Prison officer,None,Methodist
9112,56,Matthews Greens,Lynda,Flynn,11,Daughter,NA,Female,Student,None,NA
9113,56,Matthews Greens,Derek,Flynn,6,Son,NA,Male,Student,None,NA
9114,57,Matthews Greens,Pamela,Begum,45,Head,Single,Female,Planning and development surveyor,None,None
9115,58,Matthews Greens,Rita,Holt,41,Head,Married,Female,Special educational needs teacher,None,Christian
9116,58,Matthews Greens,Aaron,Holt,42,Husband,Married,Male,Sports therapist,None,None
9117,58,Matthews Greens,Norman,Holt,15,Son,NA,Male,Student,None,NA
9118,59,Matthews Greens,Lisa,Harrison,60,Head,Divorced,Female,"Administrator, sports",None,None
9119,60,Matthews Greens,Dale,Carter,65,Head,Divorced,Male,"Therapist, occupational",None,Christian
9120,61,Matthews Greens,Gordon,Wong,54,Head,Single,Male,Clinical psychologist,None,Catholic
9121,62,Matthews Greens,Allan,Martin,63,Head,Married,Male,Company secretary,None,Christian
9122,62,Matthews Greens,Mark,Martin,61,Husband,Married,Male,Cartographer,None,None
9123,63,Matthews Greens,Clare,Smith,63,Head,Married,Female,Financial trader,None,Christian
9124,63,Matthews Greens,Samuel,Smith,64,Husband,Married,Male,"Doctor, general practice",None,None
9125,64,Matthews Greens,Mohammed,Griffiths,33,Head,Married,Male,Clinical molecular geneticist,None,None
9126,64,Matthews Greens,Louise,Griffiths,31,Wife,Married,Female,"Lecturer, higher education",None,None
9127,65,Matthews Greens,June,McCarthy,32,Head,Single,Female,Unemployed,None,None
9128,65,Matthews Greens,Alex,McCarthy,7,Son,NA,Male,Student,None,NA
9129,66,Matthews Greens,Dylan,Morris,59,Head,Single,Male,Set designer,None,Christian
9130,67,Matthews Greens,Dominic,Jackson,69,Head,Widowed,Male,Unemployed,None,Catholic
9131,67,Matthews Greens,Bethany,Jackson,39,Daughter,Single,Female,"Psychotherapist, dance movement",None,None
9132,67,Matthews Greens,Danny,Jackson,38,Son,Single,Male,Environmental consultant,None,Catholic
9133,68,Matthews Greens,Steven,Lane,23,Head,Single,M,"Physicist, medical",None,Sikh
9134,69,Matthews Greens,Hayley,Harvey,89,Head,Widowed,Female,"Retired Administrator, Civil Service",None,None
9135,70,Matthews Greens,Caroline,O'Neill,27,Head,Widowed,Female,Optometrist,None,Catholic
9136,71,Matthews Greens,Mathew,O'Donnell,37,Head,Single,Male,Careers adviser,Blind,Methodist
9137,72,Matthews Greens,Graeme,Thomas,43,Head,Single,Male,Ranger/warden,None,None
9138,73,Matthews Greens,Elizabeth,Hill,38,Head,Married,Female,Conference centre manager,None,Christian
9139,73,Matthews Greens,Marc,Hill,38,Husband,Married,m,"Surveyor, mining",None,None
9140,73,Matthews Greens,Callum,Hill,13,Son,NA,Male,Student,None,NA
9141,74,Matthews Greens,Joyce,Ball,39,Head,Single,Female,Colour technologist,None,None
9142,74,Matthews Greens,Ben,Lewis,38,Partner,Single,Male,"Scientist, physiological",None,None
9143,74,Matthews Greens,Amber,Ball,8,Daughter,NA,Female,Student,None,NA
9144,75,Matthews Greens,Connor,Jones,34,Head,Single,Male,English as a foreign language teacher,None,Catholic
9145,76,Matthews Greens,Natasha,Stevenson,50,Head,Married,Female,Radio broadcast assistant,None,Christian
9146,76,Matthews Greens,Damien,Stevenson,55,Husband,Married,Male,Market researcher,None,None
9147,77,Matthews Greens,Oliver,Smith,82,Head,Divorced,Male,Unemployed,None,None
9148,78,Matthews Greens,Richard,Mitchell,22,Head,Single,Male,University Student,None,None
9149,79,Matthews Greens,Mohamed,Holt,19,Head,Divorced,Male,University Student,None,None
9150,80,Matthews Greens,Lynda,Ryan,78,Head,Widowed,Female,Retired Agricultural engineer,None,Catholic
9151,81,Matthews Greens,Alexandra,Williams,77,Head,Divorced,Female,Retired Location manager,None,None
9152,82,Matthews Greens,Naomi,Gibson,94,Head,Divorced,Female,Retired Trading standards officer,None,Christian
9153,83,Matthews Greens,Stewart,Lawrence,30,Head,Married,Male,"Horticulturist, amenity",None,None
9154,83,Matthews Greens,Chloe,Lawrence,31,Wife,Married,Female,Photographer,None,None
9155,83,Matthews Greens,Alex,Lawrence,10,Son,NA,Male,Student,None,NA
9156,84,Matthews Greens,Angela,Yates,20,Head,Single,Female,University Student,None,Christian
9157,85,Matthews Greens,Benjamin,Green,77,Head,Widowed,Male,Retired Drilling engineer,None,Christian
9158,86,Matthews Greens,Jean,Smith,73,Head,Widowed,Female,Retired Medical laboratory scientific officer,None,None
9159,87,Matthews Greens,June,Wilson,68,Head,Widowed,Female,Retired Telecommunications researcher,None,Christian
9160,88,Matthews Greens,Bradley,Sharpe,54,Head,Single,Male,Research scientist (physical sciences),None,Christian
9161,89,Matthews Greens,Gillian,Wilkinson,50,Head,Single,Female,Medical technical officer,None,Christian
9162,89,Matthews Greens,Henry,Wilkinson,15,Son,NA,male,Student,None,NA
9163,90,Matthews Greens,Angela,Hardy,55,Head,Single,Female,Government social research officer,None,Catholic
